# OpenClaw Nightly Scan — Full Scored PR Report
# Generated: 2026-02-27
# Total scored: 5053
# Score >= 80: 166
# Score >= 70: 1974
#
# Format: SCORE | PR# | INTENT | TITLE
# ====================================================================================================

# ── CRITICAL (score >= 90) ──────────────────────────────────────────
 64 | #27636  | bugfix     | fix(whatsapp): normalize Brazilian mobile numbers in allowFrom matching (#27565)
 64 | #27687  | bugfix     | fix(telegram): route channel_post commands through bot.command() handlers
 64 | #27705  | bugfix     | fix: resolve OLLAMA_HOST env var for remote Ollama discovery
 64 | #27744  | bugfix     | fix(mattermost): pass payload.replyToId as root_id for threaded replies
 64 | #27754  | bugfix     | fix(mattermost): pass chatmode requireMention override for channel messages
 64 | #27786  | bugfix     | fix(mattermost): respect replyToMode config for reply threading
 64 | #27812  | feature    | feat(effort): add independent effort control for Anthropic 4.6 models
 64 | #27912  | feature    | Doctor: warn on Telegram allowlist migration gaps
 64 | #28098  | bugfix     | fix(slack): preserve case in Slack user IDs to prevent channel_not_found
 64 | #28115  | bugfix     | Agents: fix session cwd for CLI sandboxes
 64 | #28131  | bugfix     | fix(bluebubbles): accept attachment-only messages with empty text (#28066)
 64 | #28221  | bugfix     | fix(cli): redirect doctor note output to stderr when --json is active
 64 | #28251  | bugfix     | fix(system-prompt): include actual date/time in system prompt
 64 | #28255  | bugfix     | fix(imessage): validate chat_id is numeric before parseInt
 64 | #28279  | bugfix     | fix(slack): suppress NO_REPLY sentinel in draft previews
 64 | #28292  | bugfix     | fix(imessage): strip reply tags before announcement delivery
 64 | #28313  | bugfix     | fix(logging): route subsystem logs to stderr when forceConsoleToStderr is set
 64 | #28320  | bugfix     | CLI/Skills: prevent Claude interactive permission hangs by default
 64 | #28328  | feature    | feat: add tool call parameters to spans
 64 | #28330  | bugfix     | fix(bluebubbles): fix voicenote functionality
 64 | #28366  | bugfix     | fix(plugins): allow hardlinked manifests for bundled/global (closes #28175)
 64 | #28375  | bugfix     | fix(macos): accept openclaw-gateway process title in PortGuardian
 64 | #28421  | bugfix     | fix(infra): clamp heartbeat setTimeout delay to prevent 32-bit overflow loop [AI
 64 | #28422  | bugfix     | fix(models): honor explicit minimax-portal apiKey over oauth placeholder
 64 | #28455  | feature    | feat: add baseUrl to OpenAI TTS config for Kokoro/local TTS
 64 | #28519  | feature    | feat(web-search): add SearXNG as a native self-hosted search provider
 64 | #28525  | feature    | feat(gateway): add gateway.service.launcher config for custom service wrappers
 64 | #28536  | bugfix     | fix: stop typing indicator from resetting TTL after run completes
 64 | #28575  | bugfix     | fix(plugin-sdk): add export verification to prevent runtime breakage
 64 | #28606  | bugfix     | fix(llm-task): correct import path for bundled install
 63 | #4231   | bugfix     | fix(memory): use sqlite-vec knn (MATCH+k) for vector search
 63 | #4364   | bugfix     | fix(github-copilot): use gho_ tokens directly without exchange
 63 | #4534   | bugfix     | fix: packaging and OpenAI vision format conversion
 63 | #4653   | bugfix     | fix(gateway): improve crash resilience for mDNS and network errors
 63 | #5168   | bugfix     | Fix: force UTF-8 for Windows exec
 63 | #5201   | feature    | Signal: add group mention gating with requireMention config
 63 | #5764   | bugfix     | fix(telegram): enable streaming in private chats without topics
 63 | #6051   | feature    | feat(memory): add Bun sqlite compatibility
 63 | #6776   | bugfix     | fix: CLI commands hang/fail on Fly.io deployments
 63 | #6790   | feature    | Messages: randomize ack reactions
 63 | #7022   | bugfix     | fix(cron): prevent schedule drift on gateway restart for 'every' jobs
 63 | #7121   | feature    | feat(macos): update app icon OpenClaw branding
 63 | #7287   | feature    | feat(whatsapp): expose group admin functions
 63 | #7528   | feature    | feat: Adds slash command suggestions to chat
 63 | #7704   | bugfix     | fix(voice-call): add authentication to WebSocket media stream endpoint
 63 | #7874   | docs       | docs: add public/untrusted agent profile
 63 | #8139   | bugfix     | fix(config): block dangerous environment variables from config.env
 63 | #8150   | bugfix     | fix(skills): block dangerous environment variables from skill config
 63 | #8156   | bugfix     | Fix key formatting in memory configuration
 63 | #8161   | bugfix     | fix(sandbox): block dangerous environment variables from Docker containers
 63 | #8225   | feature    | feat(auth): add forceRefresh option and invalidateOAuthToken for 401 recovery
 63 | #8305   | bugfix     | fix(browser): add SSRF protection to browser navigation
 63 | #8376   | chore      | Docker: inline chown to reduce image size and build time
 63 | #8477   | bugfix     | TUI: persist session token totals when usage metadata is missing
 63 | #8653   | docs       | Docs: clarify DM pairing approve command
 63 | #8767   | bugfix     | fix(signal): validate cliPath before spawning signal-cli daemon
 63 | #8792   | feature    | feat(feishu): add DM session isolation option
 63 | #8846   | bugfix     | fix(tools): block LLM writes to hooks directories
 63 | #8879   | bugfix     | fix(sessions-spawn): resolve target agent's bound accountId for subagent gateway
 63 | #9103   | feature    | feat(message-tool): add responsePrefix support for agent identification
 63 | #9456   | feature    | feat(mac): add enhanced Siri neural voice support for Talk mode
 63 | #9693   | bugfix     | fix: add configurable browser.actTimeoutMs to prevent action timeouts
 63 | #10034  | bugfix     | Don't crash gateway on transient unhandled fetch failures
 63 | #10083  | docs       | Fix ClawHub link punctuation in skills docs
 63 | #10589  | bugfix     | fix: chrome extension install fails in bundled dist layout
 63 | #10605  | bugfix     | fix(auto-reply): drain followup queue on error paths + prevent announce bypass
 63 | #10748  | feature    | feat: Add sessions.spawn gateway method for direct subagent spawning
 63 | #11032  | bugfix     | fix(security): block plugin install/load on critical source scan findings
 63 | #11115  | feature    | [AI-assisted] Add /model-set chat command with autocompletion and search/pick op
 63 | #11138  | bugfix     | fix(gateway): inherit exec overrides for spawned sessions
 63 | #11158  | feature    | doctor: warn when system RAM is at or below 2 GB (deafult in the most cloud plat
 63 | #11179  | bugfix     | fix(memory): replace confusing "No API key" errors in memory tools fallback path
 63 | #11276  | feature    | feat: change Venice default model to Kimi K2.5
 63 | #11440  | bugfix     | fix: preserve multi-line input for skill commands
 63 | #11553  | feature    | feat(docker): add sandbox browser service and documentation
 63 | #11794  | bugfix     | fix(gateway): validate session key ownership against authenticated identity
 63 | #11825  | bugfix     | fix: keep tool_use/tool_result pairs together during session compaction
 63 | #12079  | feature    | TUI: improve thinking UX, tool readability, and live running status context
 63 | #12211  | bugfix     | fix(slack): prevent duplicate message delivery via block streaming deduplication
 63 | #12220  | bugfix     | fix: forward-compat models now respect user-configured contextWindow
 63 | #12417  | feature    | feat(ui): Add Native Token Optimization Dashboard
 63 | #12719  | feature    | feat(ui): add copy button to logs page
 63 | #12812  | bugfix     | fix(transcript-policy): sanitize tool call IDs for all non-OpenAI providers
 63 | #13055  | bugfix     | fix: prevent cron RPC stalls with timeout and caching (#13018)
 63 | #13062  | bugfix     | fix: remove orphaned tool_result blocks from user message content during compact
 63 | #13889  | feature    | feat: Slack channel cache, session cost alerts & checkpoint/recovery system
 63 | #13950  | bugfix     | fix(docker): add browser sidecar service and health checks
 63 | #14014  | refactor   |   refactor(feishu): mark as built-in plugin with private flag
 63 | #14243  | bugfix     | fix: fire session-memory hook on auto-resets + topic-aware memory paths
 63 | #14290  | feature    | feat: x402 payment info parsing and configurable billing recovery [AI]
 63 | #14811  | feature    | feat(gateway): route chat/agent events per-connection instead of glob…
 63 | #15611  | bugfix     | fix(gateway): invalidate hook transform cache on config reload
 63 | #15732  | feature    | [AI-assisted] feat: emit agent:response internal hook after replies
 63 | #15860  | docs       | docs(github): add GraphQL API guidance and schema introspection
 63 | #15879  | feature    | Support for forwarded messages and file_shared messages in slack
 63 | #16289  | feature    | feat: heartbeat model fallback chain support
 63 | #16311  | chore      | test(feishu): add regression for audio download resource type=file
 63 | #16501  | feature    | feat(telegram): add inbound subagent queue with prefork progress
 63 | #16736  | bugfix     | fix: stagger multi-account channel startup to avoid Discord rate limits
 63 | #17273  | feature    | feat: add security-guard extension — agentic safety guardrails
 63 | #17304  | feature    | feat(gemini): robust handling for non-XML reasoning headers (`Thinking:`, `Analy
 63 | #17347  | bugfix     | fix(pre-commit): fail fast when lint/format tooling is unavailable
 63 | #17449  | feature    | feat(extension): add cost-guard — budget enforcement and cost alerts
 63 | #17453  | bugfix     | fix(signal): make group reactions deterministic from inbound sender metadata
 63 | #17953  | bugfix     | fix(telegram): prevent silent message loss and duplicate messages in streaming m
 63 | #18022  | feature    | feat(tools): Structured Config Editor for JSON/YAML/TOML
 63 | #18115  | bugfix     | fix: prevent voice message loss during concurrent update processing
 63 | #18434  | feature    | feat(discord): add broadcast group support for multi-agent fan-out
 63 | #18824  | bugfix     | fix(ui): avoid chat bubble flicker after streaming completes
 63 | #18847  | docs       | docs(#18153): document suppressToolErrors configuration option
 63 | #19141  | bugfix     | fix(telegram): serialize per-chat sends and await block reply flush before tools
 63 | #19209  | feature    | feat(android): add disconnect button via StatusPill tap
 63 | #19384  | bugfix     | Auto-reply: allow xhigh for OpenAI-compatible provider aliases
 63 | #19437  | bugfix     | Gateway: respect custom bind host for local health/RPC target resolution
 63 | #19590  | bugfix     | fix(whatsapp): normalize Brazilian mobile numbers in JID conversion
 63 | #19665  | feature    | feat(telegram): native sendMessageDraft streaming (Bot API 9.3)
 63 | #19685  | feature    | feat: Dreaming Process — Autonomous Memory Consolidation
 63 | #19793  | feature    | feat(feishu): reply-in-thread, parallel group sessions, and fire-and-forget hand
 63 | #19867  | feature    | Logging: Add configurable log dir
 63 | #19967  | feature    | feat(memory): add semantic clustering and enhanced MMR
 63 | #20155  | feature    | feat(telegram): add tg-network-guard transcript status + reply flow
 63 | #20194  | feature    | feat(memory): support path-based weights for QMD search (Fixes #20139)
 63 | #20747  | feature    | feat(copilot): support Claude models with correct context windows (1M for Opus 4
 63 | #20755  | docs       | docs: add /export-session command to changelog
